Document/Patent number,Title,Inventor name,Publication date
US-10410203-B1,Universal check deposit systems and methods,Scully; John E. et al.,2019-09-10
US-20190272360-A1,DYNAMIC HIERARCHICAL LEARNING ENGINE MATRIX,Kursun; Eren et al.,2019-09-05
US-20190272361-A1,SYSTEM AND METHOD FOR CONTINUOUS AND COMPETITIVE AUTHENTICATION,Kursun; Eren et al.,2019-09-05
US-20190272168-A1,AUTOMATED VALIDATION TOOL,MANI NADAR; Guru,2019-09-05
US-10402796-B2,Application life-cycle transition record recreation system,Castagna; Brandon Matthew,2019-09-03
US-10402312-B2,Source code validation tool,Ramdas; Rachit,2019-09-03
US-10404667-B2,"Secure, autonomous file encryption and decryption",Iyer; Shankar Ramasubramanian et al.,2019-09-03
US-10402892-B2,Resource delivery via automated channel and virtual record,Kurian; Manu Jacob et al.,2019-09-03
US-10404691-B2,Preventing unauthorized access to secured information systems using authentication tokens,Meng; Wenhui,2019-09-03
US-10404635-B2,Optimizing data replication across multiple data centers,Huang; Tao et al.,2019-09-03
US-10404675-B2,Elastic authentication system,Kurian; Manu Jacob et al.,2019-09-03
US-20190268153-A1,EVENT EXECUTION USING A BLOCKCHAIN APPROACH,Kurian; Manu,2019-08-29
US-20190266688-A1,DO-NO-HARM IOT DEVICE(S),Denton; Sean,2019-08-29
US-20190268316-A1,"IOT (""INTERNET OF THINGS"") SELF-SEGMENTED BLOCKS",Kurian; Manu,2019-08-29
US-20190268329-A1,"Preventing Unauthorized Access to Secure Information Systems Using Multi-Factor, Hardware Based and/or Advanced Biometric Authentication",Toth; Michael et al.,2019-08-29
US-20190268139-A1,DATA AUTHENTICATION USING A BLOCKCHAIN APPROACH,Kurian; Manu,2019-08-29
US-20190268334-A1,"INTERNET OF THINGS (""IoT"") PROTECTION RETRO-SYSTEM",Kurian; Manu,2019-08-29
US-20190268370-A1,REFLEXIVE BENIGN SERVICE ATTACK ON IOT DEVICE(S),Ogrinz; Michael et al.,2019-08-29
US-20190266020-A1,Server Scheduling Tool,Mehra; Shekhar Singh et al.,2019-08-29
US-20190266563-A1,BLOCKCHAIN-BASED SUPPLY CHAIN SMART RECALL,Jacobson; William P. et al.,2019-08-29
US-20190266553-A1,BLOCKCHAIN-BASED SUPPLY CHAIN CERTIFICATION SYSTEMS AND METHODS,Jacobson; William P. et al.,2019-08-29
US-20190268331-A1,"Preventing Unauthorized Access to Secure Information Systems Using Multi-Factor, Hardware Based and/or Advanced Biometric Authentication",Toth; Michael et al.,2019-08-29
US-20190268319-A1,Authentication and Approval Control System for Distributed Ledger Platform,Kurian; Manu,2019-08-29
US-10397252-B2,Dynamic detection of unauthorized activity in multi-channel system,Singh; Awadhesh Pratap,2019-08-27
US-20190258693-A1,COMPUTER ARCHITECTURE FOR EMULATING N-DIMENSIONAL WORKSPACES IN A CORRELITHM OBJECT PROCESSING SYSTEM,Lawrence; Patrick N.,2019-08-22
US-20190258565-A1,"MULTIPLE RULESET VERSION SCANNING, WARNING AND CORRECTION TOOL",Ranjan; Prabhat et al.,2019-08-22
US-20190258738-A1,STRUCTURING COMPUTER-MEDIATED COMMUNICATION AND DETERMINING RELEVANT CASE TYPE,Vijayakar; Aneesh Pravin et al.,2019-08-22
US-20190259026-A1,Anonymous Event Processing Using Secure Digital Information Vault,Beye; Ricki A.,2019-08-22
US-20190258786-A1,Preventing Unauthorized Access to Secure Information Systems Using Advanced Biometric Authentication Techniques,Shah; Hitesh et al.,2019-08-22
US-10387845-B2,System for facilitating appointment calendaring based on perceived customer requirements,Jones-McFadden; Alicia C. et al.,2019-08-20
US-10387846-B2,System for affecting appointment calendaring on a mobile device based on dependencies,Jones-McFadden; Alicia C. et al.,2019-08-20
US-10387230-B2,Technical language processor administration,Kephart; Aaron D. et al.,2019-08-20
US-10387878-B2,System for tracking transfer of resources in a process data network,Johnsrud; Darrell et al.,2019-08-20
US-10387203-B2,Machine learning task compartmentalization and classification,Kurian; Manu,2019-08-20
US-10387632-B2,System for provisioning and allowing secure access to a virtual credential,Wallace; Matthew Joseph et al.,2019-08-20
US-10387641-B2,Secure multiple-party communication and data orchestration,Chandrasekaran; Vignesh et al.,2019-08-20
US-20190251552-A1,Multi-Tiered Digital Wallet Security,Kurian; Manu,2019-08-15
US-20190253427-A1,VERTICALLY INTEGRATED ACCESS CONTROL SYSTEM FOR MANAGING USER ENTITLEMENTS TO COMPUTING RESOURCES,Kling; John Howard et al.,2019-08-15
US-20190251276-A1,VERTICALLY INTEGRATED ACCESS CONTROL SYSTEM FOR IDENTIFYING AND REMEDIATING FLAGGED COMBINATIONS OF CAPABILITIES RESULTING FROM USER ENTITLEMENTS TO COMPUTING RESOURCES,Kling; John Howard et al.,2019-08-15
US-20190251555-A1,DISTRIBUTED LEDGER SYSTEM FOR STANDBY GUARANTEE RESOURCES,McCormick; Ann Elizabeth Flaherty et al.,2019-08-15
US-20190251556-A1,DISTRIBUTED LEDGER ON-BOARDING SYSTEM FOR STANDBY GUARANTEE RESOURCES,McCormick; Ann Elizabeth Flaherty et al.,2019-08-15
US-10380087-B2,File locking framework,Kulkarni; Atul et al.,2019-08-13
US-10380681-B2,Real-time data processing,Kendall; Charles R. et al.,2019-08-13
US-10382444-B2,Device blocking tool,Isola; Rahul G. et al.,2019-08-13
US-10383031-B2,Zone-based network device monitoring using a distributed wireless network,Isola; Rahul,2019-08-13
US-10380082-B2,Computer architecture for emulating an image input adapter for a correlithm object processing system,Lawrence; Patrick N.,2019-08-13
US-10380221-B2,Computer architecture for emulating a correlithm object processing system,Lawrence; Patrick N.,2019-08-13
US-20190243572-A1,BLOCKCHAIN ARCHITECTURE FOR OPTIMIZING SYSTEM PERFORMANCE AND DATA STORAGE,Kursun; Eren,2019-08-08
US-20190244174-A1,System for Inspecting Message Logs Using an Interaction Engine,Ogrinz; Michael E. et al.,2019-08-08
US-20190244306-A1,SYSTEM AND METHOD FOR DECENTRALIZED REGULATION AND HIERARCHICAL CONTROL OF BLOCKCHAIN ARCHITECTURE,Kursun; Eren,2019-08-08
US-20190245878-A1,EXCEPTION REMEDIATION ACCEPTABLE USE LOGIC PLATFORM,Ward; Julia A. et al.,2019-08-08
US-20190245871-A1,NETWORK DEVICE OWNER IDENTIFICATION AND COMMUNICATION TRIGGERING SYSTEM,Ward; Julia A. et al.,2019-08-08
US-20190243640-A1,SMART TOOL FOR ENTERPRISE-WIDE VERSION CONTROL OF CODES DURING SOFTWARE INTEGRATION AND DEPLOYMENT,Natari; Venkata R.,2019-08-08
US-20190245877-A1,Controlling Dynamic User Interface Functionality Using a Machine Learning Control Engine,Toth; Michael et al.,2019-08-08
US-20190243905-A1,GENERATING AND IDENTIFYING DISTINCT PORTIONS OF A MERGED FILE,Kannan; Senthil Kumar et al.,2019-08-08
US-20190243742-A1,SMART TOOL FOR ENTERPRISE-WIDE SOFTWARE INTEGRATION AND DEPLOYMENT,Natari; Venkata R.,2019-08-08
US-20190244175-A1,System for Inspecting Messages Using an Interaction Engine,Ogrinz; Michael E. et al.,2019-08-08
US-20190245879-A1,VULNERABILITY CONSEQUENCE TRIGGERING SYSTEM FOR APPLICATION FREEZE AND REMOVAL,Ward; Julia A. et al.,2019-08-08
US-20190245881-A1,EXCEPTION REMEDIATION LOGIC ROUTING AND SUPPRESSION PLATFORM,Ward; Julia A. et al.,2019-08-08
US-20190245880-A1,EXCEPTION REMEDIATION LOGIC ROLLING PLATFORM,Ward; Julia A. et al.,2019-08-08
US-10373128-B2,Dynamic resource management associated with payment instrument exceptions processing,Smith; Michael Gerald et al.,2019-08-06
US-10373131-B2,Recurring event analyses and data push,Hsieh; Matthew et al.,2019-08-06
US-10374810-B2,Middleware system validation tool,Lakshminarayan; Muppudathy et al.,2019-08-06
US-10373020-B2,Computer architecture for emulating an asynchronous correlithm object processing system,Lawrence; Patrick N.,2019-08-06
US-10373111-B2,Chip card imaging and verification system,Bartolucci; Eric Justin et al.,2019-08-06
US-10374808-B2,Verification system for creating a secure link,Frederick; Carl R. et al.,2019-08-06
US-10374801-B2,File security tool,Kurian; Manu J. et al.,2019-08-06
US-10375076-B2,Network device location information validation for access control and information security,Isola; Rahul et al.,2019-08-06
US-10375099-B2,Network device spoofing detection for information security,Isola; Rahul et al.,2019-08-06
US-10374906-B2,Cloud security tool,Sharma; Anant Bondalapati et al.,2019-08-06
US-20190236248-A1,Multicomputer System for User Data Authentication and Processing,Osborne; Dennis M. et al.,2019-08-01
US-20190235921-A1,SYSTEM FOR ALLOCATING RESOURCES FOR USE IN DATA PROCESSING OPERATIONS,Kurian; Manu Jacob et al.,2019-08-01
US-20190236294-A1,MONITORING USAGE OF AN APPLICATION TO IDENTIFY CHARACTERISTICS AND TRIGGER SECURITY CONTROL,McDonald; Katherine et al.,2019-08-01
US-20190236265-A1,"Preventing Unauthorized Access to Secure Information Systems Using Dynamic, Multi-Device Authentication",Juyal; Rakesh et al.,2019-08-01
US-10365805-B2,Automated device assistance,Mande; Christian et al.,2019-07-30
US-10366073-B2,System for automating data validation,Bauer; Robert J. et al.,2019-07-30
US-10366453-B2,Providing consolidated order management,Deats; James J. et al.,2019-07-30
US-10366129-B2,Data security threat control monitoring system,Gordon; Candace R. et al.,2019-07-30
US-10366367-B2,Computerized system for evaluating and modifying technology change events,Kephart; Aaron D. et al.,2019-07-30
US-10366338-B2,Computerized system for evaluating the impact of technology change incidents,Kephart; Aaron D. et al.,2019-07-30
US-10366337-B2,Computerized system for evaluating the likelihood of technology change incidents,Kephart; Aaron D. et al.,2019-07-30
US-10366582-B2,Devices and systems for detecting unauthorized communication of data from a magnetic stripe device or embedded smart chip device,Kurian; Manu Jacob,2019-07-30
US-10366219-B2,Preventing unauthorized access to secured information using identification techniques,Kurian; Manu,2019-07-30
US-10366098-B2,Data upload—process integration tool,Abraham; John,2019-07-30
US-10366392-B2,Marker code generation for resource distribution authority flagging,Kurian; Manu Jacob et al.,2019-07-30
US-10366458-B2,Live reporting of check image keying issues,Arthur; William D. et al.,2019-07-30
US-10367682-B2,Node failure recovery tool,Sasi; Akhil et al.,2019-07-30
US-10366279-B2,System for execution of multiple events based on image data extraction and evaluation,Ratnakaram; Udaya Kumar Raju et al.,2019-07-30
US-10366141-B2,Computer architecture for emulating n-dimensional workspaces in a correlithm object processing system,Lawrence; Patrick N.,2019-07-30
US-D855057-S,Enclosure for electronic device,Siedow; Mary Ann,2019-07-30
US-20190227914-A1,Application Programming Interface for Providing Access to Computing Platform Definitions,Nair; Suresh G. et al.,2019-07-25
US-20190228450-A1,Object Recognition and Analysis Using Augmented Reality User Devices,Waldron; Willard H. et al.,2019-07-25
US-20190228361-A1,SYSTEM FOR TRIGGERING ENTERPRISE-WIDE ACTIONS IN RESPONSE TO DETECTING MONITORED EVENTS FROM DISTRIBUTED FRONT LINE UNITS,Prime; Milton Stanley et al.,2019-07-25
US-20190227673-A1,REAL-TIME PROCESSING OF DATA AND DYNAMIC DELIVERY VIA AN INTERACTIVE INTERFACE,Wekke; Wendy Marie,2019-07-25
US-20190230088-A1,SYSTEM FOR DYNAMIC ROLE-BASED EVALUATION OF ACCESS AND PERMISSIONS,Rice; Christopher Lamont et al.,2019-07-25
US-20190230104-A1,Dynamic Record Identification and Analysis Computer System with Event Monitoring Components,Bearley; Amijo et al.,2019-07-25
US-10360641-B2,Hybrid electronic lockbox,Mauller; Janet M. et al.,2019-07-23
US-10360356-B2,Authenticating users requesting access to computing resources,Moloian; Armen et al.,2019-07-23
US-10360560-B2,System for authenticating a wearable device for transaction queuing,Bryant; Matthew K.,2019-07-23
US-10361942-B2,System for allocation of resources based on resource utilization,Donovan; Shelly S. et al.,2019-07-23
US-10361853-B2,Automated data authentication and service authorization via cryptographic keys in a private blockchain,Castagna; Brandon Matthew et al.,2019-07-23
US-10360242-B2,Automated server analysis and patching for enabling relational database migration to a cloud network,Wadhwa; Vishal et al.,2019-07-23
US-10361852-B2,Secure verification system,Kazin; Joel S. et al.,2019-07-23
US-10360733-B2,System controlled augmented resource facility,Wolf; Jon Robert et al.,2019-07-23
US-20190220630-A1,ENCLOSURE FOR CARD READER EQUIPPED DEVICE,Siedow; Mary Ann,2019-07-18
US-20190220831-A1,"SYSTEM FOR EXECUTING, SECURING, AND NON-REPUDIATION OF POOLED CONDITIONAL SMART CONTRACTS OVER DISTRIBUTED BLOCKCHAIN NETWORK",Rangarajan; Prabakar et al.,2019-07-18
US-10354331-B2,Receiving and processing transaction requests using a distributor portal,Meyer; Timothy A. et al.,2019-07-16
US-10354233-B2,Method and apparatus for providing a balance-verified transaction identifier,Murphy; Matthew D.,2019-07-16
US-10356074-B2,Computing system for resource management based on resource attributes and predicting user actions,Dravneek; Victoria L. et al.,2019-07-16
US-10355713-B2,Computer architecture for emulating a correlithm object logic gate using a context input,Lawrence; Patrick N.,2019-07-16
US-10355824-B2,Smart integrated cyclic data transport,Kurian; Manu et al.,2019-07-16
US-10353676-B2,Intelligent software compiler dependency fulfillment,Singh; Awadhesh Pratap et al.,2019-07-16
US-20190213398-A1,Performing Image Analysis for Dynamic Personnel Identification Based On A Combination of Biometric Features,Chauhan; Sandeep Kumar et al.,2019-07-11
US-20190215149-A1,Blockchain-Based Automated User Matching,Ramasamy; Suki et al.,2019-07-11
US-20190213514-A1,SYSTEM FOR RESOURCE UTILIZATION ANALYSIS & RESOURCE ALTERATION,Gonzalez; Marissa et al.,2019-07-11
US-20190213659-A1,INTERACTION INTELLIGENCE ENGINE FOR COMMUNICATION ENHANCEMENT AND FULFILLMENT,Shannon; Stephen et al.,2019-07-11
US-10346903-B2,Improper financial activity detection tool,Bell; Kolt et al.,2019-07-09
US-10346003-B2,Integrated geolocation resource transfer platform,Selfridge; Stephen Philip et al.,2019-07-09
US-10346139-B2,"Rules engine having an interactive, dual, side-by-side display",Shukla; Aneesh et al.,2019-07-09
US-10346702-B2,Image data capture and conversion,Hall; John B. et al.,2019-07-09
US-20190205520-A1,Distributed Trust as Secondary Authentication Mechanism,Chakraborty; Pinak et al.,2019-07-04
US-20190204999-A1,MULTI-USE RESOURCE INTERACTION PROJECTION SYSTEM,Cantley; Kerry Michelle et al.,2019-07-04
US-20190207766-A1,FILE BASED TRANSMISSION VALIDATION AND FAILURE LOCATION IDENTIFICATION SYSTEM,Sanghvi; Siten,2019-07-04
US-20190207751-A1,BLOCKCHAIN ENTERPRISE DATA MANAGEMENT,Harvey; Ann Charlot Hunaes,2019-07-04
US-20190207750-A1,BLOCKCHAIN ENTERPRISE DATA MANAGEMENT,Harvey; Ann Charlot Hunaes,2019-07-04
US-20190207754-A1,SECURITY SYSTEM UTILIZING VAULTLESS TOKENIZATION AND ENCRYPTION,Iyer; Shankar R. et al.,2019-07-04
US-20190205557-A1,Dynamic Network Connections For Data Access Control and Information Security,Kurian; Manu J. et al.,2019-07-04
US-20190205636-A1,Artificial Intelligence Based Smart Data Engine,Saraswat; Nitin et al.,2019-07-04
US-20190207918-A1,VALIDATION SYSTEM UTILIZING DYNAMIC AUTHENTICATION,Kurian; Manu Jacob et al.,2019-07-04
US-10339528-B2,Surcharge violation registry,Murphy; Matthew D. et al.,2019-07-02
US-10341385-B2,Facilitating separation-of-duties when provisioning access rights in a computing system,Moloian; Armen et al.,2019-07-02
US-10339531-B2,Organic light emitting diode (“OLED”) security authentication system,Khurana; Rajan et al.,2019-07-02
US-10341854-B2,Creating a secure physical connection between a computer terminal and a vehicle,Kurian; Manu Jacob et al.,2019-07-02
US-10339583-B2,Object recognition and analysis using augmented reality user devices,Waldron; Willard H. et al.,2019-07-02
US-10341327-B2,Enabling secure connections by managing signer certificates,Kola; Bhanu Kumar et al.,2019-07-02
US-10339309-B1,System for identifying anomalies in an information system,Kling; John Howard et al.,2019-07-02
US-20190196803-A1,ENVIRONMENT MAPPING AND PATCHING SYNTHESIS,Purushothaman; Sasidhar,2019-06-27
US-10332050-B2,Identifying personnel-staffing adjustments based on indoor positioning system detection of physical customer presence,Hanson; Carrie Anne,2019-06-25
US-10334078-B2,Tunable client-server communications filtering,Von Arx; Claude D.,2019-06-25
US-10331990-B2,Organic light emitting diode (“OLED”) universal plastic,Cardinal; Donald Joseph et al.,2019-06-25
US-10334462-B2,Predictive analytics for resource development based on information communicated from inter-related communication devices,Ogrinz; Michael Emil et al.,2019-06-25
US-10334026-B2,Resource assignment system,Dintenfass; Katherine et al.,2019-06-25
US-10331562-B2,Real-time cache repair tool,Sharma; Anuj et al.,2019-06-25
US-10333906-B2,Network communication decoder using key pattern encryption,Danielson; Christopher L.,2019-06-25
